transaction_id,timestamp,amount,transaction_type,merchant,location,is_foreign,is_high_risk_country,opening_balance,closing_balance,account_id,account_type,account_number,balance,customer_id,name,email,phone,address,dob,created_at,reason
01845d51-4c2b-46f7-8555-d15a65891223,2025-01-25T07:19:36.411953,445.21,withdrawal,"Chavez, Hines and White",Lake Jacquelineburgh,False,False,24.99,24.99,65f03631-8e48-451f-8157-9bedcf08142d,credit,NNBK58303441448850,3669.68,6cb01cfa-2094-4edf-b96c-728d3b341847,John Archer,smithcarlos@example.com,800.368.4866,"1418 Terri Drives, Peterland, ME 92077",1969-01-04,2020-08-06T23:47:36.408801,Closing balance < ₹1000
dfc576cf-4d68-48ef-b734-d526dc8a21dd,2025-01-23T20:11:24.105059,4756.7,transfer,Wilson and Sons,East Lauraport,False,False,24562.46,19805.76,e7a2acf9-210a-4823-b2bf-c8c0d50ca3b9,credit,UFQR51587996846081,24562.46,d9e2fbe8-ac1b-4a49-8524-b951a1c2e768,Brian Deleon,vdickson@example.org,622.460.2563,"0733 Bailey View, East Andrew, ID 52728",1961-08-02,2020-02-18T14:48:13.262749,High transaction amount (>95th percentile)
0e1f7ce2-b40f-4972-bed7-c8a6e6187f5b,2025-03-22T12:18:55.162413,4771.39,payment,"Price, Goodman and Young",Robinsonville,False,False,69370.32,74141.71,94e21ccf-01db-47f9-8598-8cd55fa03883,savings,GTMF71286391741011,69370.32,da768069-b115-4b81-a303-9cb0bb76fc78,Robert Soto,daniellereynolds@example.org,001-393-479-6603x3419,"1478 Harper Ridge, Matthewsstad, MI 60513",1981-03-30,2023-01-04T02:43:40.399228,High transaction amount (>95th percentile)
01cd0cc7-f4bc-4b0d-810b-09e98b7bc25a,2025-01-31T14:45:03.655619,4788.82,transfer,Wells-Sanchez,Natashaberg,False,False,26368.13,21579.31,5368b89c-512e-43c4-bb3a-88ff59ecf97a,credit,ACPD57724599281615,26368.13,87136c17-286e-49ca-b78b-7c20eb1befca,Lisa Mayer,allencarlos@example.net,5792030673,"95995 Kevin Divide Apt. 644, New Stacyburgh, SC 89466",1968-04-24,2022-12-05T21:11:42.941609,High transaction amount (>95th percentile)
4a378d93-20c0-4d91-a5a2-431f0f8d312a,2025-01-17T10:57:02.926647,4046.17,payment,"Wilson, Higgins and Graham",Wilcoxfort,False,False,22102.28,26148.45,ec73e808-8d65-49cf-9928-4506cebb6184,credit,AYVU68650863765991,22102.28,d9e2fbe8-ac1b-4a49-8524-b951a1c2e768,Brian Deleon,vdickson@example.org,622.460.2563,"0733 Bailey View, East Andrew, ID 52728",1961-08-02,2022-03-29T12:39:32.207689,Unusual withdrawal on credit account
8982d667-0009-4842-a93a-0818c80bebf0,2025-02-10T11:10:52.713013,3393.14,withdrawal,Sparks-Johnson,Joemouth,False,False,49068.62,45675.48,a6ed0b53-ae4b-44a3-9b6e-42cfc78f7301,credit,MYGN88725887449562,53365.13,b2e9c675-c8d7-498f-9ccc-ad4bbcfe6028,Leah Cruz,iedwards@example.org,513-889-9940x438,"76137 Allison Bridge, Sarahberg, MS 74999",1967-11-18,2024-07-02T18:55:31.772055,Unusual withdrawal on credit account
e16ec9bb-02d5-4a7e-b166-158dd3e4cfba,2025-03-29T18:25:07.325159,3891.73,withdrawal,Aguilar-Holland,North Taylormouth,False,False,66829.83,62938.1,53d2cd22-1b66-44b5-95f9-1ffd91f8920d,credit,KKMX99023557702727,66636.98,78f4895d-3532-4b71-86aa-0a399c539398,Michael Poole,kburns@example.net,766-271-1684x577,"751 Robinson Meadow, South Joseph, MP 37672",1962-03-25,2024-09-12T01:56:30.944366,Unusual withdrawal on credit account
0b4fb254-f642-4a81-aa37-88a1ff3e1b3d,2025-01-09T22:51:46.456858,4904.19,deposit,Thompson-Hanna,Davisborough,False,False,92307.67,97211.86,fcc1cab6-1187-47dc-a5ea-42e8136f4ef7,checking,SYFT84257991366210,92972.81,2446a98e-ada1-4060-a1b5-7fbc77cf0ad5,Taylor Jones DVM,mitchellhector@example.org,001-865-467-6618x25128,"04786 Morrow Gateway, Reedview, ID 95531",1991-04-26,2021-01-24T06:20:37.735033,High transaction amount (>95th percentile)
d916a2e0-b6c3-431f-beac-4e2b8716b448,2025-01-21T10:00:29.870598,3199.15,withdrawal,Burgess PLC,Monicaville,False,False,40662.97,37463.82,bebbf80a-3241-4577-8bb5-61d9be969c12,credit,GATY40777809733977,38657.72,65605445-0dab-4261-a6e0-5e82259cc0f7,Michelle Fletcher,rodney65@example.com,637-648-9691x085,"54544 Lopez Path Apt. 096, Erintown, SD 65692",2007-02-03,2022-02-28T00:30:31.578761,Unusual withdrawal on credit account
61a82d08-7bf8-4fa6-aa3c-0d089844b52f,2025-03-09T07:52:56.745444,4747.59,deposit,Trevino and Sons,Wongbury,True,False,3418.11,8165.7,6c51d5ea-c18d-4fea-933d-735ea0b30b48,savings,XMOY99813646225179,3418.11,0e38de60-2b24-4efd-b397-230bb8f6a744,Joshua Williamson II,wendy16@example.org,001-517-824-0050x45562,"21969 Tyler Prairie, East Steven, KS 60737",1956-08-16,2023-12-04T18:52:06.994768,High transaction amount (>95th percentile)
c63e9812-1502-4160-a736-66380f504b43,2025-01-10T22:20:23.010181,3521.67,withdrawal,"Reynolds, Perry and Simpson",Benjaminfurt,False,False,81264.18,77742.51,3359a53c-838e-4faa-89c0-397b18698f05,credit,HVIX13261117800681,81264.18,4d85be1c-9942-4a2d-ac05-22916e4eec0c,Craig Morales,aguilarjonathan@example.org,9132721510,"670 Vega Extensions Suite 324, Seanberg, AZ 80993",1981-05-14,2020-07-18T22:19:43.890225,Unusual withdrawal on credit account
c0a9f63f-096c-4483-b332-df4e5a99c30c,2025-02-21T02:30:05.852744,4986.33,deposit,Ray-Tran,Patriciachester,False,False,97211.86,102198.19,fcc1cab6-1187-47dc-a5ea-42e8136f4ef7,checking,SYFT84257991366210,92972.81,2446a98e-ada1-4060-a1b5-7fbc77cf0ad5,Taylor Jones DVM,mitchellhector@example.org,001-865-467-6618x25128,"04786 Morrow Gateway, Reedview, ID 95531",1991-04-26,2021-01-24T06:20:37.735033,High transaction amount (>95th percentile)
91678d29-e940-4a1e-9fbf-c4e34c7f129c,2025-01-03T00:18:16.432521,3969.51,transfer,Barber-Harrison,Hallbury,False,False,132.43,132.43,582905e8-e7db-4057-b114-498df8b30ff8,credit,FMUM59184638655779,4934.42,cf99e46f-3b9d-4a1f-a5fd-3d8dd01330bb,Mrs. Hannah Montoya MD,rowejoel@example.net,001-259-762-9233,"4494 Derek Terrace, Sellersview, VI 86470",1947-11-22,2020-01-13T16:36:44.269464,Closing balance < ₹1000
3738ee21-6d18-4738-8745-fadeb47166c3,2025-03-03T02:18:57.888440,4876.99,withdrawal,"Lloyd, Liu and Kaufman",Moralesside,False,False,70202.97,65325.98,54bc95a3-4094-4878-a26c-bc974ebaf005,checking,OAYU86209593518638,66675.36,6cb01cfa-2094-4edf-b96c-728d3b341847,John Archer,smithcarlos@example.com,800.368.4866,"1418 Terri Drives, Peterland, ME 92077",1969-01-04,2023-08-07T08:09:39.703517,High transaction amount (>95th percentile)
f2c5a2d5-e840-4994-b601-3465ccf99b50,2025-03-17T00:08:23.670464,4813.62,transfer,Miller-Medina,Hardyberg,False,False,26183.17,21369.55,9b5f5153-d281-41d8-b29c-fdde81195408,savings,MXBR68034764472649,23894.89,923b71c5-028c-4467-881c-5f06b6a1ad1b,Stephen Sanchez,qhudson@example.com,207-552-7354x54948,"8377 Mcguire Course Suite 363, Elizabethstad, NJ 73045",1975-05-14,2024-11-02T23:20:32.839980,High transaction amount (>95th percentile)
87f4effe-4992-4f48-8ce3-80e41f1fb7cd,2025-03-06T12:18:05.771792,3820.46,withdrawal,"Armstrong, Taylor and Gray",North Mark,False,False,77742.51,73922.05,3359a53c-838e-4faa-89c0-397b18698f05,credit,HVIX13261117800681,81264.18,4d85be1c-9942-4a2d-ac05-22916e4eec0c,Craig Morales,aguilarjonathan@example.org,9132721510,"670 Vega Extensions Suite 324, Seanberg, AZ 80993",1981-05-14,2020-07-18T22:19:43.890225,Unusual withdrawal on credit account
6a5c3961-4ec3-4c29-8567-92741db21116,2025-02-08T23:01:03.650633,4875.54,transfer,"Stone, Foster and Baker",Fieldsmouth,False,False,17464.8,12589.26,caedf6a6-f019-495c-907d-247221ca0096,savings,VJTC47660728326842,17464.8,8278d09b-5ad5-4b10-a36c-4e4f8d1de83a,Steven Hunter,snguyen@example.com,+1-823-266-2994,"9957 Ramos Forest, Leonburgh, TN 11615",1958-07-24,2021-07-27T09:08:17.179392,High transaction amount (>95th percentile)
b023d9cd-f50f-40e6-ac19-93371f61cda8,2025-01-29T10:29:44.832446,4142.31,payment,Moody and Sons,Williamsport,False,False,84373.65,88515.96,425ec9d5-4821-4e6f-ba86-92e5432c6ba9,credit,WVND22868528975585,83538.79,2ae090c9-6d60-42c7-90af-86ec448ed9a7,Linda Romero,terickson@example.com,9556169409,"Unit 9930 Box 9728, DPO AP 95027",1981-05-28,2024-06-13T06:32:22.345126,Unusual withdrawal on credit account
de08a03f-e341-40fc-8496-a5c14bd5a767,2025-03-17T13:57:03.289007,4835.52,withdrawal,Davenport-Bass,Port Dillon,False,False,33800.44,28964.92,b412f2ab-ebc1-4382-a38a-7a07d1c16b0a,checking,HLOJ38421503178078,33357.73,2f648fc2-7374-4692-ba7c-e83e92e24b13,Brent Burton,parkerscott@example.net,(621)445-6232x858,"5171 Karen Fork Suite 851, Smithside, DE 60110",1964-04-29,2020-10-23T09:42:12.368166,High transaction amount (>95th percentile)
7fd1bde4-f2d6-42c2-8f92-70ededc8835b,2025-02-17T12:59:06.386715,3380.96,withdrawal,Morgan and Sons,Johnsonhaven,False,False,76080.05,72699.09,8d773843-13d1-4216-8451-22d53e40bb74,credit,ZJJF09494079290490,77689.5,b2e9c675-c8d7-498f-9ccc-ad4bbcfe6028,Leah Cruz,iedwards@example.org,513-889-9940x438,"76137 Allison Bridge, Sarahberg, MS 74999",1967-11-18,2021-07-05T18:09:10.949521,Unusual withdrawal on credit account
7dd9df61-ab30-4a9b-b424-1af61a894edc,2025-01-31T16:49:22.741616,4786.9,transfer,Davis-Petty,West Douglas,False,False,68419.01,63632.11,82ee11d1-830a-46f0-af16-b42314b97791,savings,VTCK70184094353344,75153.4,4d2c74a9-6738-4644-90a9-b15a58041152,Teresa Powers,heather62@example.com,(428)873-3427x0866,"1751 Brett Lane, Port Charlesshire, VA 88509",1977-04-07,2022-10-20T22:56:26.296593,High transaction amount (>95th percentile)
53fba180-a208-4e31-a3bb-dd7841c1cfd1,2025-02-26T14:28:59.708270,4889.66,payment,"Campbell, Martin and Ferguson",West Christopherville,False,False,10830.03,15719.69,a6443269-da23-4d76-a3bc-d61e4b48377d,credit,LJED68942104478985,12340.62,794c7fe3-02fd-4436-b989-94e0266106c2,William Moreno,terrigarcia@example.net,448.503.9652,"059 Anna Field Suite 842, Johnsonton, IN 79362",1954-02-21,2022-04-14T06:08:00.890942,High transaction amount (>95th percentile); Unusual withdrawal on credit account
2a904795-f258-4534-a587-7ffb963fa8cd,2025-01-13T01:38:49.345569,4945.55,deposit,Mayer-Wallace,Lake Andrew,False,False,84124.73,89070.28,d495697e-106b-4300-a5bf-b8fe089d07b4,checking,XUMM34163894484631,86570.94,fe25b13b-cb6a-4dc5-b50a-fb621b454e7b,Richard Cooper,ingramjill@example.com,(405)385-2772,"43030 Mahoney Passage Suite 874, Port Deborahport, MI 06766",1998-02-19,2020-12-16T21:39:34.197859,High transaction amount (>95th percentile)
1b3dd397-383e-491f-b6ef-ec78f4966953,2025-03-17T00:21:40.400941,4964.32,withdrawal,Harrison PLC,Kellytown,False,False,21369.55,16405.23,9b5f5153-d281-41d8-b29c-fdde81195408,savings,MXBR68034764472649,23894.89,923b71c5-028c-4467-881c-5f06b6a1ad1b,Stephen Sanchez,qhudson@example.com,207-552-7354x54948,"8377 Mcguire Course Suite 363, Elizabethstad, NJ 73045",1975-05-14,2024-11-02T23:20:32.839980,High transaction amount (>95th percentile)
24030240-6390-4804-bad4-ba246cae3aa8,2025-03-03T18:56:14.191883,779.83,withdrawal,"Hall, Hanson and Allen",Lindsayfurt,False,False,24.99,24.99,65f03631-8e48-451f-8157-9bedcf08142d,credit,NNBK58303441448850,3669.68,6cb01cfa-2094-4edf-b96c-728d3b341847,John Archer,smithcarlos@example.com,800.368.4866,"1418 Terri Drives, Peterland, ME 92077",1969-01-04,2020-08-06T23:47:36.408801,Closing balance < ₹1000
99ee82ea-83d7-482f-b1dc-632e7bf09e85,2025-03-05T22:20:25.879169,4928.55,transfer,"Rowland, Cuevas and Keith",North Drewberg,False,False,47004.77,42076.22,d2791890-e1c9-4284-a325-157afa36fb38,checking,GLBV31365024916300,44202.99,3fa012b4-7930-420b-8911-4f70d3f6d324,Laura Mcgrath,davidtodd@example.org,(433)620-6163,"68685 Stone Well, Port Isabellashire, NC 55498",1946-11-30,2023-01-22T20:04:17.162024,High transaction amount (>95th percentile)
46b9cc75-1110-4339-9b33-007c9f58c107,2025-03-16T11:54:25.110290,3274.77,payment,"Butler, Gonzales and Farrell",West Donberg,False,False,5968.32,9243.09,609d0353-7e6d-4011-a12f-93f71a821142,credit,ZWOD74773329456255,12324.56,4d2c74a9-6738-4644-90a9-b15a58041152,Teresa Powers,heather62@example.com,(428)873-3427x0866,"1751 Brett Lane, Port Charlesshire, VA 88509",1977-04-07,2022-05-21T23:52:49.967800,Unusual withdrawal on credit account
f22bf9b0-9ce4-4cf1-b3c2-301fda9decbd,2025-04-06T20:51:55.736687,4951.21,transfer,Brown-Ross,New Mark,False,False,24247.15,19295.94,1e764578-e92c-4433-a991-023becf8e6e6,checking,UIKI41496739385258,21999.87,e7fe30d5-3f9b-44de-aae5-1097cbbd8243,Susan Murray MD,tyronemoran@example.net,001-446-377-3782x639,"8404 Monroe Prairie Suite 278, Reedside, WV 71729",1964-11-29,2020-01-21T08:22:52.043357,High transaction amount (>95th percentile)
20b8596f-da5a-45fc-a3b8-582fc75c89cc,2025-03-09T12:33:08.527299,3292.26,payment,"Barrera, Kerr and Jenkins",West Charlesville,False,False,75361.1,78653.36,8d773843-13d1-4216-8451-22d53e40bb74,credit,ZJJF09494079290490,77689.5,b2e9c675-c8d7-498f-9ccc-ad4bbcfe6028,Leah Cruz,iedwards@example.org,513-889-9940x438,"76137 Allison Bridge, Sarahberg, MS 74999",1967-11-18,2021-07-05T18:09:10.949521,Unusual withdrawal on credit account
fc92e9b9-4a06-4fe7-a43c-3b988305c383,2025-01-13T23:42:33.066520,4823.05,transfer,Schneider-Hodges,Wongport,False,False,5295.73,472.68,a043ee36-5423-4858-9905-5e179bdb7c6f,checking,PGSF85574982182744,7927.41,898cace7-aee2-448d-8b8f-91164a959c35,Katie Martinez,laurayoung@example.com,3583957829,"669 David Island Apt. 778, Davidside, SC 77543",1951-08-21,2022-11-07T21:42:33.862412,Closing balance < ₹1000; High transaction amount (>95th percentile)
d819cee4-b6fe-477d-bb4c-badf2ba4ca95,2025-02-20T10:37:45.774930,4765.26,purchase,Ramos Inc,Port Travisborough,False,False,59654.99,54889.73,48892d55-8cc4-460f-b82e-55f9d054396a,credit,CEQC44294440192927,59654.99,f891cd7c-e9b9-465e-a22e-694c2f3b08a0,Ashley Bird,shawn88@example.com,(687)443-1527,"9329 Wilcox Passage Suite 161, East Thomas, IA 01396",1956-12-30,2021-12-12T07:58:20.850303,High transaction amount (>95th percentile)
063e7e35-4da9-4df6-bca4-87ebb2b8b765,2025-01-25T21:19:07.214767,4834.22,deposit,Torres-Campbell,Jonesberg,False,False,14821.46,19655.68,1e764578-e92c-4433-a991-023becf8e6e6,checking,UIKI41496739385258,21999.87,e7fe30d5-3f9b-44de-aae5-1097cbbd8243,Susan Murray MD,tyronemoran@example.net,001-446-377-3782x639,"8404 Monroe Prairie Suite 278, Reedside, WV 71729",1964-11-29,2020-01-21T08:22:52.043357,High transaction amount (>95th percentile)
5e6b4fca-5c66-4f28-9964-336a7676cb1c,2025-03-06T08:35:12.775609,3468.72,withdrawal,Davis PLC,South Carrieview,False,False,26148.45,22679.73,ec73e808-8d65-49cf-9928-4506cebb6184,credit,AYVU68650863765991,22102.28,d9e2fbe8-ac1b-4a49-8524-b951a1c2e768,Brian Deleon,vdickson@example.org,622.460.2563,"0733 Bailey View, East Andrew, ID 52728",1961-08-02,2022-03-29T12:39:32.207689,Unusual withdrawal on credit account
60a9a5e6-0a8c-4c6d-a820-5a9890cb5185,2025-04-06T11:04:59.641350,3713.88,payment,"Stein, Navarro and Carter",Lake Douglas,False,False,24.99,3738.87,65f03631-8e48-451f-8157-9bedcf08142d,credit,NNBK58303441448850,3669.68,6cb01cfa-2094-4edf-b96c-728d3b341847,John Archer,smithcarlos@example.com,800.368.4866,"1418 Terri Drives, Peterland, ME 92077",1969-01-04,2020-08-06T23:47:36.408801,Unusual withdrawal on credit account
896a5f67-b617-48ae-9cb4-452fee58385b,2025-01-15T18:30:27.698041,4251.28,withdrawal,"Clark, Oconnor and Cochran",Port Kimberlyfort,False,False,3738.87,3738.87,65f03631-8e48-451f-8157-9bedcf08142d,credit,NNBK58303441448850,3669.68,6cb01cfa-2094-4edf-b96c-728d3b341847,John Archer,smithcarlos@example.com,800.368.4866,"1418 Terri Drives, Peterland, ME 92077",1969-01-04,2020-08-06T23:47:36.408801,Unusual withdrawal on credit account
1264618b-ca82-4574-9bce-83eb2f7e83af,2025-01-16T14:15:34.593023,4816.43,withdrawal,"Scott, Mullins and Miller",New Kennethside,False,False,48578.6,43762.17,6017e28d-7911-4e45-b592-bc14755d4724,credit,ACMV45104636815798,52277.82,000a44e6-a30f-407e-8262-9986273e4e48,Donna Landry,gibsonleonard@example.com,768-908-7603,"48247 Martinez Roads, Lake Eric, OH 02293",1976-10-25,2020-06-18T07:52:32.509736,High transaction amount (>95th percentile); Unusual withdrawal on credit account
fab1b402-23ac-49f5-965c-cf8c7006df70,2025-01-13T10:18:08.654889,4934.48,purchase,"Henderson, Pierce and Green",South Stephen,False,False,7570.96,2636.48,17676164-f2ce-4888-8887-91aa2ba40aaa,checking,CUAE76212679692786,7826.72,0abd3392-85ad-4a97-aeab-205ccb0990a1,Christopher Owens,wmartinez@example.org,447.341.1249x035,"8044 Anthony Lodge Suite 883, South Curtisberg, DE 02068",1943-06-16,2022-11-27T23:54:28.514742,High transaction amount (>95th percentile)
566ffcba-5423-4640-9b70-10a2f7db390a,2025-02-19T16:16:26.157570,4765.32,deposit,Sandoval and Sons,Bradleyview,False,False,54776.27,59541.59,35af3d62-4dd0-4813-bb33-fafe408196e1,credit,EOFH18432225913651,58783.56,574e1fc2-e4fe-4276-a542-5741936a9b92,Regina Baker,plee@example.com,+1-743-644-3757,"5240 Moses Common Suite 747, East Maria, KY 74165",1986-08-08,2022-07-15T07:24:45.495053,High transaction amount (>95th percentile)
bbb6c9d4-fb3a-401a-9d1e-1380ed1810f9,2025-04-02T02:09:41.432766,3139.53,payment,Torres Inc,Richardmouth,False,False,73922.05,77061.58,3359a53c-838e-4faa-89c0-397b18698f05,credit,HVIX13261117800681,81264.18,4d85be1c-9942-4a2d-ac05-22916e4eec0c,Craig Morales,aguilarjonathan@example.org,9132721510,"670 Vega Extensions Suite 324, Seanberg, AZ 80993",1981-05-14,2020-07-18T22:19:43.890225,Unusual withdrawal on credit account
62f1c1ee-5179-4869-8ee1-0d6208bc14bf,2025-02-23T05:08:46.261468,4872.9,deposit,"Klein, Nguyen and Duran",Shawfurt,True,False,39013.87,43886.77,f0d869c8-3acf-4671-aac0-8b9a0bf493d8,credit,YJFL97927033521103,39013.87,2268db3b-dcb0-41de-a267-5e928de368ff,Gary Mccann,uterry@example.net,+1-944-443-1069,"1497 Collin Ford, Lake Kelly, CO 62572",1996-08-21,2024-12-30T12:11:09.939502,High transaction amount (>95th percentile)
daa1cca4-55a5-486c-bc72-109bce102ef6,2025-03-31T20:57:33.584836,4132.8,withdrawal,Smith-Gonzalez,South Richardport,False,False,132.43,132.43,582905e8-e7db-4057-b114-498df8b30ff8,credit,FMUM59184638655779,4934.42,cf99e46f-3b9d-4a1f-a5fd-3d8dd01330bb,Mrs. Hannah Montoya MD,rowejoel@example.net,001-259-762-9233,"4494 Derek Terrace, Sellersview, VI 86470",1947-11-22,2020-01-13T16:36:44.269464,Closing balance < ₹1000; Unusual withdrawal on credit account
89ba37cd-f4c5-4fea-9fc2-7b3fbe630131,2025-02-21T23:34:52.114877,1243.05,purchase,"Rodriguez, Reese and Reyes",Mollyside,False,False,132.43,132.43,582905e8-e7db-4057-b114-498df8b30ff8,credit,FMUM59184638655779,4934.42,cf99e46f-3b9d-4a1f-a5fd-3d8dd01330bb,Mrs. Hannah Montoya MD,rowejoel@example.net,001-259-762-9233,"4494 Derek Terrace, Sellersview, VI 86470",1947-11-22,2020-01-13T16:36:44.269464,Closing balance < ₹1000
26a818b1-a0fe-4e57-8b7f-0e056c0e27d6,2025-03-20T21:27:40.500250,4738.06,withdrawal,Lopez Group,Lake Julian,False,False,57264.79,52526.73,351a644c-4d82-4c31-910e-adc6e3d07f4f,checking,FBJL56110022557941,49371.97,548c776c-cd66-43de-9bad-c289980b8042,Karina Cooper,williamsconnie@example.com,6124770632,"54152 Randy Inlet Apt. 611, East Thomasberg, OR 30148",1974-08-02,2021-12-17T19:48:05.342295,High transaction amount (>95th percentile)
fe08c9a5-63b4-4084-ba97-dd6d56c4b87d,2025-04-01T05:44:34.672958,4911.99,withdrawal,"Lindsey, Mccormick and Hensley",Port Diana,False,False,81078.49,76166.5,db83cb2e-5beb-46cd-8228-1b305e9b8615,savings,WQOK00369155942843,83624.91,3a680ad2-678c-4bd3-a66e-08503bf85b41,Jennifer Johnson,jacqueline89@example.net,713-852-9096,"3888 Sean Lock, Bartonshire, UT 66098",1949-07-07,2021-06-02T06:27:35.519620,High transaction amount (>95th percentile)
564b70e1-2c9a-4872-b3c4-ea3fcc111131,2025-01-06T09:41:44.174030,4926.45,payment,Wilson Ltd,South Jessica,False,False,88515.96,93442.41,425ec9d5-4821-4e6f-ba86-92e5432c6ba9,credit,WVND22868528975585,83538.79,2ae090c9-6d60-42c7-90af-86ec448ed9a7,Linda Romero,terickson@example.com,9556169409,"Unit 9930 Box 9728, DPO AP 95027",1981-05-28,2024-06-13T06:32:22.345126,High transaction amount (>95th percentile); Unusual withdrawal on credit account
