transaction_id,timestamp,amount,transaction_type,merchant,location,is_foreign,is_high_risk_country,opening_balance,closing_balance,account_id,account_type,account_number,balance,customer_id,name,email,phone,address,dob,created_at
7fa2467b-b573-417b-9919-8b9f48acb0e1,2025-01-24T03:26:32.718410,4619.94,transfer,Bishop Inc,Lake Vincent,False,False,90636.58,86016.64,61f5da9c-80c1-4dd0-8165-2d175910902d,savings,OZEE69848583339452,90636.58,602587c5-15a6-4a21-a7a6-21ce2252077d,Molly Mcclure,basschristina@example.com,7532773515,"71390 Kristin Gardens, Port Anne, CA 73142",1953-05-08,2025-03-02T19:49:46.952777
78811f26-6dfb-47de-83ca-88b3d5da0f2f,2025-04-02T22:10:32.957485,2725.09,purchase,"Serrano, Turner and Barnes",East David,False,False,7358.66,4633.57,4b45474b-d0d0-4487-8db9-9497fb5e64d0,savings,WQEO71812982665702,7358.66,3047d14c-b6c9-442e-9979-0fd110826b3f,Christopher Gutierrez,ybell@example.org,793.427.1040x5411,"181 Wheeler Ridges, Bushchester, SD 22127",1980-07-23,2022-05-22T18:14:26.542999
60c554b5-1c5f-48e5-9cdc-f7763a03c22a,2025-02-21T06:53:23.531886,302.89,purchase,Montgomery PLC,South Kaylee,False,False,58833.58,58530.69,62db5b84-aad9-43fb-8a0e-0e5398c66b1a,savings,ERGI11080996930848,58833.58,a130f765-1188-4e93-a8f2-07d9e47e760e,Lauren Williams,barnesbrandy@example.net,343-353-4624x75107,"51354 Samuel Plains Suite 980, Sarahville, FM 18102",1957-03-31,2024-09-15T18:56:19.442964
2e08165e-6d69-4faf-ba68-3b3f7fae238d,2025-03-05T18:40:07.823504,2346.15,purchase,Brown-Rodriguez,Lake Megan,False,False,74668.14,72321.99,b9a89881-dd0f-4b3c-bad9-5c530bd45773,checking,CTTA38498302205020,75594.04,e85e509c-0713-437a-b649-4c5b90078330,Donald Horne,fitzgeraldvictor@example.com,+1-514-347-3947,"2715 Mckinney Plaza, Patriciaburgh, VT 93504",2002-04-27,2023-07-07T02:56:16.875628
f243bf62-a561-4695-9670-61a23fd80e14,2025-03-30T04:04:02.748894,2702.21,payment,Thompson-Santiago,North Deannaport,False,False,20757.71,23459.92,c09a36e3-5428-421f-8795-52623b5b61fe,savings,ORIR72829979688457,20757.71,4d2c74a9-6738-4644-90a9-b15a58041152,Teresa Powers,heather62@example.com,(428)873-3427x0866,"1751 Brett Lane, Port Charlesshire, VA 88509",1977-04-07,2022-11-04T04:14:26.320182
a5e0c74f-217f-49dd-85a8-28e27f986fa6,2025-01-21T06:34:32.138676,3020.55,withdrawal,Cook-Trujillo,Williamston,True,False,39558.2,36537.65,e675587b-03db-460e-9a3d-58fe29aa92d3,checking,MBYF59222206447421,39558.2,d13ba036-8d30-427d-ad6a-3a7fa3e530f4,Stephanie Byrd,charleslandry@example.net,664-674-3671x3695,"0909 Wall Heights Apt. 953, New John, WV 94994",1991-06-14,2024-09-24T13:17:10.613688
6a260f9a-4e15-4256-b89a-4dd62d77fd4b,2025-03-31T11:07:22.454788,205.96,payment,Moore Inc,Robertsonland,False,False,11701.47,11907.43,77bd8bb7-1e03-41b6-aefb-cb9191275ad3,credit,TECU64334722820055,11701.47,b95270cb-77cd-44cb-bc55-7ab2f84eb275,Doris Hall,jacqueline71@example.net,649.436.1832,"9947 Taylor Hollow, Benderhaven, ND 65223",1969-01-11,2024-07-20T13:38:04.863118
dbec06f6-057b-407b-a259-4d53fbb58e9d,2025-03-28T13:58:54.298972,4580.78,deposit,"Wallace, Riley and Barnes",Jerryville,False,False,20634.65,25215.43,6f70528c-c86c-4ac9-9410-a477498aabcf,credit,ORJM99733549465190,20634.65,58891aea-76d4-4a24-b400-c6984a6f3573,Chloe Tran,hughesshannon@example.net,599-812-1655x852,"25787 Catherine Passage, West Sarah, MD 21800",1965-12-25,2023-03-22T08:15:36.632464
64121b3d-9d11-4304-937c-c15351118d7c,2025-02-01T13:08:10.182254,2352.7,purchase,Young Group,South Patricia,False,False,95011.56,92658.86,edef93f3-0313-49d7-ba5f-2e160a65833d,savings,EWZJ93214958702070,95011.56,569a4a1f-69c1-4a42-8455-f675f1b78b31,Dana Burns,ethompson@example.net,+1-255-424-1406,"33468 Michelle Trafficway, South Rhondaburgh, PA 01610",1954-06-24,2020-07-22T18:35:57.885091
1ad8ee0f-db84-45e2-9e0c-4335133be4a6,2025-01-08T02:42:13.648675,1652.37,transfer,"Washington, Zamora and Thomas",Thompsonstad,False,False,19830.68,18178.31,a6a63595-4c4f-48c4-9f72-fbcd23761414,savings,TTHB56164840858877,19830.68,17aa5deb-2df9-4a9c-8960-ee8911684f24,Amy Mendoza,gsimmons@example.com,001-771-815-9212x499,"Unit 8478 Box 9611, DPO AP 85817",1998-12-12,2020-03-25T08:36:43.065336
b2bf358f-afd0-4d01-b36b-bd1e484594a0,2025-01-14T04:40:18.344126,188.3,payment,"Lee, Howard and Nelson",Davidshire,True,False,89823.6,90011.9,82d51230-64b6-4fa0-98c2-3c235e22260f,checking,JWWQ26292518812520,89823.6,170bfd3a-6a22-4e89-9d7c-b0c12ee90b27,Mr. Thomas Miller,michaelcooper@example.org,375.471.7751x40105,"USNS Black, FPO AP 21490",1961-10-08,2024-01-12T11:47:56.452699
1bf42b88-459e-40ed-97ce-40d1b6c9ed39,2025-01-06T18:29:06.584005,4125.51,payment,Rodriguez Group,Barnesmouth,True,False,73891.4,78016.91,99311163-628c-454d-9a12-675039d42b10,checking,NNJO42312209949993,75425.9,17553c5d-a129-4c84-9b57-4c040ddfcaad,Michael Miller,brownamy@example.net,598.922.5871,"72867 Angelica Spring Suite 064, Lake Jefferyland, AZ 56035",1962-09-10,2023-02-21T05:42:42.384855
37a552f5-ae9c-4158-9742-c4155985e8eb,2025-01-22T06:24:13.205212,941.97,purchase,Munoz-Clarke,New Tara,False,False,8670.85,7728.88,c66ac202-93c1-453b-967c-54ac49b2ffca,checking,NYAI63331279757366,8670.85,3d14232b-b0b9-4849-b979-17eb141daccd,David Murphy,jimenezryan@example.org,(783)888-5160x6071,"1605 Laurie River Suite 516, East Ryanfurt, NC 10809",1966-03-05,2024-02-02T05:29:36.029258
f830f1d1-d91e-4f47-bc2b-11d8b55c2ac6,2025-03-24T16:56:41.277243,1021.77,purchase,Jenkins PLC,Atkinsborough,False,False,73728.77,72707.0,4fd29eed-d856-4b77-987d-4353896bb5f8,credit,TJKC01622499982795,73728.77,5808f1fa-71a0-451c-b7e8-fe85d37d6122,Erika Ramirez,kdiaz@example.org,001-382-880-7374,"434 Jennifer Turnpike, Jonesfort, OR 53035",1975-08-08,2024-11-26T22:00:53.864632
c983ffc4-648d-4adf-afa7-85ffea959d12,2025-02-27T05:23:29.896296,611.52,deposit,Ramirez-Blair,East Mark,False,False,72321.99,72933.51,b9a89881-dd0f-4b3c-bad9-5c530bd45773,checking,CTTA38498302205020,75594.04,e85e509c-0713-437a-b649-4c5b90078330,Donald Horne,fitzgeraldvictor@example.com,+1-514-347-3947,"2715 Mckinney Plaza, Patriciaburgh, VT 93504",2002-04-27,2023-07-07T02:56:16.875628
1093947e-bee3-46e3-850f-033db6d6b8f6,2025-02-26T01:16:06.977975,2756.44,withdrawal,"Shah, Mcintyre and Villanueva",Bairdton,False,False,2888.87,132.43,582905e8-e7db-4057-b114-498df8b30ff8,credit,FMUM59184638655779,4934.42,cf99e46f-3b9d-4a1f-a5fd-3d8dd01330bb,Mrs. Hannah Montoya MD,rowejoel@example.net,001-259-762-9233,"4494 Derek Terrace, Sellersview, VI 86470",1947-11-22,2020-01-13T16:36:44.269464
94ac87b3-507e-4c02-a735-138005d23d62,2025-04-06T21:18:10.232409,2309.93,purchase,"Mack, Johnson and Schmidt",Pachecoville,False,False,16996.62,14686.69,f8731429-307f-47dd-a5dc-c8ca922816c7,checking,FPKL39423733343333,16996.62,4d1b84f5-88b4-4af3-b858-0fba00c6a36b,Raymond Shannon,perezwilliam@example.org,8305756220,"541 Wilson Spring Apt. 238, South Caseymouth, VI 37503",1991-11-12,2024-05-27T21:12:25.075980
435949a9-f2f0-4e38-9df0-cc24ea775d9b,2025-02-13T18:22:14.385161,2546.82,withdrawal,Miller Inc,Dodsonberg,False,False,12324.56,9777.74,609d0353-7e6d-4011-a12f-93f71a821142,credit,ZWOD74773329456255,12324.56,4d2c74a9-6738-4644-90a9-b15a58041152,Teresa Powers,heather62@example.com,(428)873-3427x0866,"1751 Brett Lane, Port Charlesshire, VA 88509",1977-04-07,2022-05-21T23:52:49.967800
f600fc70-37b5-4d0f-a4f2-17dca737fc80,2025-02-04T16:03:39.568440,2286.65,transfer,Holland Inc,South Elizabethburgh,False,False,26755.48,24468.83,9bf397c3-c727-4e0d-8222-3c418a3b34ee,savings,IAKM82996291450461,26755.48,e7fe30d5-3f9b-44de-aae5-1097cbbd8243,Susan Murray MD,tyronemoran@example.net,001-446-377-3782x639,"8404 Monroe Prairie Suite 278, Reedside, WV 71729",1964-11-29,2022-08-14T04:47:07.298045
66479437-ba8c-4765-b5c1-67fac46d7fda,2025-03-10T00:45:53.764147,4320.81,transfer,"Burgess, Johnson and Gibson",Port Jacqueline,False,False,96507.36,92186.55,de599e17-48b6-4cc6-9571-a883a9bbc057,savings,SNZN95832197199758,96507.36,8f99ff90-f4f9-4aca-b174-f07cf64b83f3,Terry Jones,vincentdillon@example.com,346.902.2356x97252,"0074 Kathleen Extension, South Kristen, WI 12040",1948-01-24,2020-07-06T20:38:17.456696
f5192751-643c-4a86-99ef-f3b00ac350df,2025-01-18T21:21:46.755667,1339.53,payment,Sims-Padilla,Port Courtneyfurt,True,False,43558.93,44898.46,2b94d116-d957-4507-b6a9-0b2a2cc96993,savings,NYUN59398368457760,43558.93,13d19bd8-db25-4b07-a150-5c505ec16765,Gary Jackson,schmidtjames@example.com,(923)912-4329x212,"995 Hernandez Cliff Suite 744, West Williamport, NH 59734",1941-10-27,2023-10-29T05:33:56.496645
9fe7dcb5-0b8b-47ad-9ce6-313fe9e4b2ba,2025-03-28T10:09:48.227040,2695.21,deposit,Schmidt-Phillips,Helenside,False,False,3671.48,6366.69,6dd069a7-ddfd-4cfe-9f08-d6ca1607ff59,credit,HZTV28272299275037,7728.13,dbf40ada-bedb-486c-ba88-bac3372b8fb3,Brittney Campbell,jenniferharris@example.net,687-440-1640x052,"011 Amy Village Suite 982, Andersonport, MN 05730",2000-05-22,2021-03-21T19:47:29.941374
47757ca6-b7eb-47c7-8ea6-0aa4629be1a8,2025-02-25T15:25:50.192701,4348.66,withdrawal,French Inc,Jillton,False,False,84210.06,79861.4,5c315493-e172-4fcc-9e81-ec2a82095c4f,savings,ETSP87729343010713,84210.06,cc33ca6e-0ab0-460b-ad46-2deaaa8e3fdf,John Guerrero,maypaul@example.com,(452)370-4774x3490,"693 Mary Viaduct Suite 879, South Kent, MO 94126",1941-08-16,2024-03-18T03:32:08.238334
7ac8fee8-e2d1-45cd-97c2-b60ddb3a28f1,2025-02-19T18:59:33.449231,1171.64,deposit,"Cox, Williams and Reyes",Harveystad,False,False,52146.1,53317.74,bddee081-8d95-406c-a925-be13730fc0e9,savings,VGTU11192692124471,52146.1,da768069-b115-4b81-a303-9cb0bb76fc78,Robert Soto,daniellereynolds@example.org,001-393-479-6603x3419,"1478 Harper Ridge, Matthewsstad, MI 60513",1981-03-30,2023-05-13T20:12:57.774046
542961cf-c134-4eb7-b553-78901842d774,2025-02-05T10:41:48.834576,3527.61,deposit,"Hansen, Jones and Fletcher",East Tina,False,False,66675.36,70202.97,54bc95a3-4094-4878-a26c-bc974ebaf005,checking,OAYU86209593518638,66675.36,6cb01cfa-2094-4edf-b96c-728d3b341847,John Archer,smithcarlos@example.com,800.368.4866,"1418 Terri Drives, Peterland, ME 92077",1969-01-04,2023-08-07T08:09:39.703517
0a7470aa-a120-4d7a-9891-c34f5aff684b,2025-01-24T02:00:02.186852,4824.3,deposit,Banks Ltd,Port Julie,False,False,6366.69,11190.99,6dd069a7-ddfd-4cfe-9f08-d6ca1607ff59,credit,HZTV28272299275037,7728.13,dbf40ada-bedb-486c-ba88-bac3372b8fb3,Brittney Campbell,jenniferharris@example.net,687-440-1640x052,"011 Amy Village Suite 982, Andersonport, MN 05730",2000-05-22,2021-03-21T19:47:29.941374
47c027a9-6ff2-4533-b77d-c7332ff95c7b,2025-01-22T19:21:59.347572,503.06,deposit,Hurst-Gordon,Ramirezland,False,False,71608.4,72111.46,6d07315b-831a-41cb-8100-cb10283531c2,checking,LHGV55543987801573,73093.15,a130f765-1188-4e93-a8f2-07d9e47e760e,Lauren Williams,barnesbrandy@example.net,343-353-4624x75107,"51354 Samuel Plains Suite 980, Sarahville, FM 18102",1957-03-31,2024-10-06T00:12:18.062745
1a307386-2896-4c5d-bc82-b8f37fb289cc,2025-02-06T01:30:37.011643,4355.31,deposit,Tucker-Rose,South Jenniferside,False,False,58530.69,62886.0,62db5b84-aad9-43fb-8a0e-0e5398c66b1a,savings,ERGI11080996930848,58833.58,a130f765-1188-4e93-a8f2-07d9e47e760e,Lauren Williams,barnesbrandy@example.net,343-353-4624x75107,"51354 Samuel Plains Suite 980, Sarahville, FM 18102",1957-03-31,2024-09-15T18:56:19.442964
331618ac-ae34-4b59-bdb7-159dff2d1f38,2025-03-29T00:07:54.022885,1696.11,withdrawal,Oliver-Marsh,East Patriciamouth,False,False,24468.83,22772.72,9bf397c3-c727-4e0d-8222-3c418a3b34ee,savings,IAKM82996291450461,26755.48,e7fe30d5-3f9b-44de-aae5-1097cbbd8243,Susan Murray MD,tyronemoran@example.net,001-446-377-3782x639,"8404 Monroe Prairie Suite 278, Reedside, WV 71729",1964-11-29,2022-08-14T04:47:07.298045
4d872ef8-e74e-4a82-affe-56a85966a662,2025-01-09T10:41:33.618387,1903.15,payment,Hurst-Roberts,North Fredville,False,False,66828.01,68731.16,ed413735-b53e-4ae0-876c-f445e4dcaef2,checking,COZU05865094801413,66828.01,7a97d35d-f21e-41be-957d-7bef268d8c9f,Veronica Allen,xhall@example.com,7573662702,"87026 Charles Tunnel Suite 596, Port Markside, MS 42006",1981-11-19,2025-01-21T21:52:08.326711
c4f09797-ddf2-41c4-8721-afbe9b284fc0,2025-03-09T10:19:09.482542,3089.21,purchase,Hernandez-Harris,West Robertside,False,False,44113.23,41024.02,6c03b516-f1a9-465d-b315-bdcb90e8c51f,savings,XVVC89490580778795,44113.23,3047d14c-b6c9-442e-9979-0fd110826b3f,Christopher Gutierrez,ybell@example.org,793.427.1040x5411,"181 Wheeler Ridges, Bushchester, SD 22127",1980-07-23,2022-03-20T22:07:44.837997
888facc3-78cc-40d2-a801-0bae9a2e2203,2025-04-01T03:02:56.805934,2172.69,purchase,Reed-Wallace,West Jaimetown,True,False,43341.0,41168.31,282ce6de-b335-49d5-8aed-97797c6bc9f2,credit,LEYD11790807595794,43341.0,170bfd3a-6a22-4e89-9d7c-b0c12ee90b27,Mr. Thomas Miller,michaelcooper@example.org,375.471.7751x40105,"USNS Black, FPO AP 21490",1961-10-08,2022-08-02T04:16:04.610383
45d06f86-093c-40c1-b3db-26b8e0ca40e4,2025-03-26T07:55:23.084806,3471.54,transfer,Conley PLC,Robertmouth,False,False,72707.0,69235.46,4fd29eed-d856-4b77-987d-4353896bb5f8,credit,TJKC01622499982795,73728.77,5808f1fa-71a0-451c-b7e8-fe85d37d6122,Erika Ramirez,kdiaz@example.org,001-382-880-7374,"434 Jennifer Turnpike, Jonesfort, OR 53035",1975-08-08,2024-11-26T22:00:53.864632
abd797c9-0fd6-4c8a-a189-02d64dc9ef49,2025-03-05T10:23:19.051234,1470.37,purchase,Tucker-Wade,Ellisshire,False,False,70023.63,68553.26,bd1d69b6-8f30-4f6d-ad72-946c305c47ad,checking,DBSU67899405391037,70023.63,55a766a2-53b6-4ffe-9715-73db067ae9df,Alicia Lewis,anaacosta@example.net,(214)534-1036x97117,"0953 Lopez Skyway Apt. 851, South Morganton, SC 51210",2005-12-22,2024-11-20T23:59:33.994221
e3fbcf80-67cb-4aa3-b7d0-b1704814a118,2025-01-13T18:20:23.891145,2063.2,payment,Jackson-Green,Watsonport,False,False,21797.58,23860.78,63906f45-c224-4bc2-a338-ba2ebbaeee29,checking,XIZH86632270267288,21797.58,fa6ff4a9-a2c0-4bc2-8567-70f516837c2c,Timothy Duncan,esanchez@example.com,311.265.6670,"33387 Robert Harbors Suite 317, North Deniseside, MP 02435",2005-02-25,2023-10-18T03:57:16.446748
4ee7b320-5a93-4ba6-9a01-3b4fa1467c6c,2025-03-16T11:01:18.107240,399.45,transfer,Hernandez LLC,Huberburgh,False,False,40182.8,39783.35,88934a28-e019-4e78-b5ff-ec7d140a3b61,checking,IFQM99041379772369,40182.8,268d35e8-eb7a-43c7-b7b7-7350c02e8917,Erin Hernandez,ramireztracey@example.org,+1-742-210-2053,"68117 Strickland Passage, South Williamton, VA 86864",1974-09-21,2020-10-01T12:57:24.525758
821542c9-bc38-4e1c-9acc-d268e0f10e09,2025-03-10T20:30:57.783297,719.87,payment,White-Thompson,East John,False,False,9777.74,10497.61,609d0353-7e6d-4011-a12f-93f71a821142,credit,ZWOD74773329456255,12324.56,4d2c74a9-6738-4644-90a9-b15a58041152,Teresa Powers,heather62@example.com,(428)873-3427x0866,"1751 Brett Lane, Port Charlesshire, VA 88509",1977-04-07,2022-05-21T23:52:49.967800
74314042-d8b7-4330-8789-f7a17b9783d9,2025-01-04T23:32:08.359231,3335.87,withdrawal,Andrews-Alexander,Jackside,False,False,3669.68,333.81,65f03631-8e48-451f-8157-9bedcf08142d,credit,NNBK58303441448850,3669.68,6cb01cfa-2094-4edf-b96c-728d3b341847,John Archer,smithcarlos@example.com,800.368.4866,"1418 Terri Drives, Peterland, ME 92077",1969-01-04,2020-08-06T23:47:36.408801
0e87d0fb-df0c-4eda-9812-1ccb0e97246d,2025-03-10T09:39:22.568367,794.09,payment,"Stewart, Cooper and Watson",New Kevin,False,False,51431.16,52225.25,7c13cbc7-76d6-4d53-ae98-077d83e53de0,credit,JDUO97497350208021,51431.16,00b0be18-34c9-4f99-a4fa-d89b8def9571,Meghan Cisneros,melindagregory@example.com,4219355690,"USNV Wallace, FPO AE 75726",1948-08-16,2021-06-26T17:06:16.342809
a92ab303-96ab-4794-a354-c8102a84b239,2025-03-31T00:50:40.167313,3453.12,deposit,Velazquez-Mack,Reillyberg,False,False,60060.55,63513.67,2cf2d87c-9951-4df0-bf05-8e7a57b41dda,savings,BGOX18376452088147,60060.55,4187c2aa-55f6-44e5-914f-954f6cf467d7,Nicholas Cabrera,davidalvarez@example.net,(848)796-3834,"33150 Brianna Avenue Apt. 031, Port Markhaven, IA 37001",1984-10-02,2023-05-13T08:11:20.656950
9ada85f0-960e-4799-a2fb-2158aa8042b7,2025-01-01T09:58:10.189069,4267.41,deposit,"Payne, Romero and Holland",Thomasport,False,False,93954.07,98221.48,222cffb0-1bca-4ae9-8c02-d73531074e6e,savings,VDXH72138658902601,93954.07,0abd3392-85ad-4a97-aeab-205ccb0990a1,Christopher Owens,wmartinez@example.org,447.341.1249x035,"8044 Anthony Lodge Suite 883, South Curtisberg, DE 02068",1943-06-16,2024-05-02T17:20:38.337454
601cc0e2-db2e-4c47-954b-c5809f2fc766,2025-04-04T18:59:57.705811,2876.19,withdrawal,"Estrada, Marsh and Chandler",Morganville,False,False,53317.74,50441.55,bddee081-8d95-406c-a925-be13730fc0e9,savings,VGTU11192692124471,52146.1,da768069-b115-4b81-a303-9cb0bb76fc78,Robert Soto,daniellereynolds@example.org,001-393-479-6603x3419,"1478 Harper Ridge, Matthewsstad, MI 60513",1981-03-30,2023-05-13T20:12:57.774046
